feature,coefficient,feature_type
thousands,1.3755355475976672,word (tfidf)
threat,-0.975552248981833,word (tfidf)
threatened,-0.6429167524903553,word (tfidf)
threatening,-0.04415906837691611,word (tfidf)
threatens,-0.08926814080234168,word (tfidf)
threats,-0.8362739332776552,word (tfidf)
thrones,0.5817052782431064,word (tfidf)
throw,1.2350523513471792,word (tfidf)
throwing,1.0419170844467416,word (tfidf)
thrown,1.633991912932757,word (tfidf)
throws,-0.16679187306177778,word (tfidf)
thursday,-0.23653164084283773,word (tfidf)
ties,-1.1069854163416843,word (tfidf)
tiger,-0.34622543841941633,word (tfidf)
tillerson,-0.3861700776177025,word (tfidf)
tim,1.0233087411535045,word (tfidf)
tim kaine,1.2561980085817235,word (tfidf)
time,0.9274005974539014,word (tfidf)
times,-0.38423311610188937,word (tfidf)
tiny,-0.8233534296267516,word (tfidf)
tip,1.2414977267159057,word (tfidf)
tips,-2.5754678307850813,word (tfidf)
tired,1.003977766355943,word (tfidf)
title,-0.7926745053571134,word (tfidf)
today,0.1699234051724587,word (tfidf)
toddler,0.005270258545227135,word (tfidf)
toilet,0.27956295406213044,word (tfidf)
told,0.6237884271690832,word (tfidf)
toll,0.03303379171075156,word (tfidf)
tom,-0.17769235954003293,word (tfidf)
tomorrow,0.16044119856665534,word (tfidf)
tonight,0.5897111988581083,word (tfidf)
tony,0.23440963447763627,word (tfidf)
took,-0.966017555636117,word (tfidf)
tops,0.5759441861239449,word (tfidf)
torture,0.31103139279003833,word (tfidf)
total,1.2790559651663633,word (tfidf)
totally,-0.17411288404370015,word (tfidf)
touch,0.4442184209505614,word (tfidf)
touching,0.17044845826792027,word (tfidf)
tough,-0.2553248949298386,word (tfidf)
tour,1.2778051580985323,word (tfidf)
tower,0.6163589833984773,word (tfidf)
town,1.8253566382164264,word (tfidf)
town hall,0.2759077787816032,word (tfidf)
toxic,-0.6779981333151468,word (tfidf)
toy,-0.32072196776290246,word (tfidf)
track,-0.35384392072770776,word (tfidf)
trade,-1.639475760775195,word (tfidf)
traffic,0.25936873654078624,word (tfidf)
trailer,-2.891771579139949,word (tfidf)
train,-1.1377060502109857,word (tfidf)
training,0.04053078158963594,word (tfidf)
trans,-3.2777790137908176,word (tfidf)
transgender,-3.17970595857629,word (tfidf)
transition,-0.026791775095086363,word (tfidf)
transportation,0.8242713854615061,word (tfidf)
trapped,0.34029493480628714,word (tfidf)
trash,0.1498120771906939,word (tfidf)
travel,-1.2413156198498656,word (tfidf)
travel ban,-0.7711884961960371,word (tfidf)
traveling,0.26364065802113384,word (tfidf)
treat,-0.18160122537384338,word (tfidf)
treatment,-0.7822300444776769,word (tfidf)
treats,-0.8617384717181877,word (tfidf)
tree,0.9644263681107379,word (tfidf)
trend,0.2808378645858837,word (tfidf)
trevor,-1.3163880015319407,word (tfidf)
trevor noah,-1.290738447751892,word (tfidf)
trial,-0.11128226564478978,word (tfidf)
tribute,-0.9985015291697816,word (tfidf)
trick,-0.4703950775171939,word (tfidf)
tried,-0.8483977225419796,word (tfidf)
tries,0.12492538180420673,word (tfidf)
trip,1.1868341087100083,word (tfidf)
trolls,-1.7909424440474404,word (tfidf)
troops,-0.48681249209660304,word (tfidf)
trouble,-0.226188782203366,word (tfidf)
truck,-2.0316636570150433,word (tfidf)
true,-1.0494151001481409,word (tfidf)
truly,0.5524028165246463,word (tfidf)
trump,-3.8127398674604214,word (tfidf)
trump administration,-0.6492489705288447,word (tfidf)
trump america,-0.09666345615056406,word (tfidf)
trump boys,2.8423652861307795,word (tfidf)
trump campaign,-0.42745287698179574,word (tfidf)
trump says,0.6750068466906279,word (tfidf)
trump supporters,-0.8093725750766297,word (tfidf)
trust,-0.9789140098782629,word (tfidf)
truth,-0.6711831691319486,word (tfidf)
try,0.1692783513403611,word (tfidf)
trying,0.6488279309952563,word (tfidf)
tuesday,0.2524773883664862,word (tfidf)
turkey,-1.2804057322568674,word (tfidf)
turn,0.21733327539285566,word (tfidf)
turned,-0.12181340724501138,word (tfidf)
turning,-0.3716145405072375,word (tfidf)
turns,-0.07493590660852263,word (tfidf)
tv,0.9488976447186965,word (tfidf)
tweet,-1.6513052870023608,word (tfidf)
tweets,-2.571518781035962,word (tfidf)
tweets women,-0.35528739117109776,word (tfidf)
twitter,-2.259017549781798,word (tfidf)
type,0.5929152649422381,word (tfidf)
uber,-1.8135923011344108,word (tfidf)
uk,-1.1835810383736054,word (tfidf)
ukraine,-1.4795291010881277,word (tfidf)
ultimate,-1.4309945914117512,word (tfidf)
unable,3.4704731954396,word (tfidf)
unaware,2.743115922555559,word (tfidf)
understand,-0.23861991041192754,word (tfidf)
unemployed,0.9798549796695563,word (tfidf)
unexpected,-1.020036122596632,word (tfidf)
union,0.2920697373086092,word (tfidf)
united,0.4390462056303804,word (tfidf)
united states,1.0648390783961132,word (tfidf)
universe,0.7979203627006779,word (tfidf)
university,-1.5274407376468075,word (tfidf)
unless,0.634062444374323,word (tfidf)
unsure,2.5777316084207054,word (tfidf)
unveils,2.9695466290339367,word (tfidf)
unveils new,1.583657826053165,word (tfidf)
upcoming,2.338581907851166,word (tfidf)
update,-0.4144387425891892,word (tfidf)
updates,-0.5604043611996907,word (tfidf)
upset,0.6323877604538878,word (tfidf)
urban,0.7603678411034579,word (tfidf)
urge,-0.25686471972061725,word (tfidf)
urges,1.5863543249276224,word (tfidf)
usa,-0.14896810931269114,word (tfidf)
use,-0.048145100151973715,word (tfidf)
used,1.0212927048517397,word (tfidf)
user,1.9774555633459945,word (tfidf)
users,0.19634506479104522,word (tfidf)
uses,-1.2759354963010416,word (tfidf)
using,-0.30116210787284164,word (tfidf)
vacation,0.3015816358208765,word (tfidf)
valentine,-0.31558175593644916,word (tfidf)
valentine day,0.1814515319083871,word (tfidf)
valley,-0.3508575792402912,word (tfidf)
value,1.1541026696640808,word (tfidf)
van,1.0349958754866386,word (tfidf)
vatican,1.3805216846460324,word (tfidf)
vegas,-0.9120700004648966,word (tfidf)
version,0.016818154037162254,word (tfidf)
veteran,-0.8385847209820251,word (tfidf)
veterans,-1.524882170024934,word (tfidf)
vice,-0.3829314185841115,word (tfidf)
victim,-0.732545007356308,word (tfidf)
victims,-0.12060030021895686,word (tfidf)
victory,0.9876105209279796,word (tfidf)
video,-2.516381825131021,word (tfidf)
video game,2.234347356081353,word (tfidf)
video shows,-1.3910267090842299,word (tfidf)
view,-0.6739068110874252,word (tfidf)
viewers,0.4925659828784095,word (tfidf)
views,-1.2768320306026768,word (tfidf)
violence,-1.6644072775647059,word (tfidf)
violent,1.432102393063798,word (tfidf)
viral,-2.640159640494428,word (tfidf)
virginia,-1.580033167018453,word (tfidf)
virus,0.36733173121439094,word (tfidf)
vision,0.17965641253597645,word (tfidf)
visit,0.33481175991040846,word (tfidf)
visiting,1.1976251748525464,word (tfidf)
visits,0.11931283627950427,word (tfidf)
voice,0.769416027647648,word (tfidf)
voices,0.04465485863547553,word (tfidf)
vote,-0.6084716127297296,word (tfidf)
voted,1.1748439085181457,word (tfidf)
voter,0.4192119808151349,word (tfidf)
voters,-0.4001983519791454,word (tfidf)
votes,-0.36955066556883465,word (tfidf)
voting,-0.4195397021299549,word (tfidf)
vows,2.9413373818980646,word (tfidf)
vs,-1.7745753423520503,word (tfidf)
wage,-1.135582794475491,word (tfidf)
wait,1.0622063911492894,word (tfidf)
waiting,0.4644593823643846,word (tfidf)
waitress,1.9772154408984512,word (tfidf)
wake,0.7838551860789731,word (tfidf)
wakes,1.4902017249993724,word (tfidf)
walk,-0.4008882733376333,word (tfidf)
walker,-0.1818673353791835,word (tfidf)
walking,0.13010560422399162,word (tfidf)
walking dead,-1.8129619658023581,word (tfidf)
walks,0.7138419773606782,word (tfidf)
wall,0.08960290252334667,word (tfidf)
wall street,0.1187371708111778,word (tfidf)
want,-2.100943812437844,word (tfidf)
wanted,-0.9454937466536033,word (tfidf)
wants,-0.8592839188303049,word (tfidf)
war,0.24616079632644902,word (tfidf)
warm,0.332636984535036,word (tfidf)
warn,1.056796853256165,word (tfidf)
warning,0.5365669932386371,word (tfidf)
warns,1.41557982512186,word (tfidf)
warren,-0.9974742714957967,word (tfidf)
wars,0.237286313001286,word (tfidf)
washington,-0.2577114707770415,word (tfidf)
waste,0.661142507667773,word (tfidf)
watch,-4.009404000570179,word (tfidf)
watch live,-1.1076418327182347,word (tfidf)
watched,-0.21577252957713652,word (tfidf)
watching,0.1337297514681671,word (tfidf)
water,0.158450095038114,word (tfidf)
wave,0.961914747776973,word (tfidf)
way,0.538214929361774,word (tfidf)
ways,-3.2039959406736074,word (tfidf)
weak,0.8206117041774967,word (tfidf)
weapons,0.7564788626683802,word (tfidf)
wear,-1.2752815514753832,word (tfidf)
wearing,1.5857083680313464,word (tfidf)
wears,-0.611459235870982,word (tfidf)
weather,-0.23072855812116824,word (tfidf)
web,0.06535983562358212,word (tfidf)
website,1.1402761826526322,word (tfidf)
wedding,-0.5850074544570167,word (tfidf)
wednesday,0.28774589589248656,word (tfidf)
weed,-0.40716285751220105,word (tfidf)
week,0.0861199565915938,word (tfidf)
weekend,0.01166700336768358,word (tfidf)
weeks,2.0985215067592327,word (tfidf)
weight,-0.4288070206184449,word (tfidf)
weinstein,-1.0822308860855618,word (tfidf)
weird,0.7549901866089025,word (tfidf)
welcome,-0.5698000264763036,word (tfidf)
went,-1.1094337704590647,word (tfidf)
west,-0.1482177393850356,word (tfidf)
white,0.004234179187491116,word (tfidf)
white house,2.0137320350642685,word (tfidf)
wife,1.8423316617950773,word (tfidf)
wild,0.9813081075497777,word (tfidf)
wildlife,1.6717131772734128,word (tfidf)
william,2.2243484304773826,word (tfidf)
williams,-1.1062360080861795,word (tfidf)
willing,1.0920540443037157,word (tfidf)
wilson,-0.7543141772055542,word (tfidf)
win,-0.9965023536619857,word (tfidf)
window,1.692087120106613,word (tfidf)
wine,-0.1767844214143572,word (tfidf)
winner,0.4772266334083965,word (tfidf)
winners,-1.5859767357278112,word (tfidf)
winning,-0.4079022196402579,word (tfidf)
wins,-0.3562511261474794,word (tfidf)
winter,-1.387389020671522,word (tfidf)
wisconsin,0.2812820823714343,word (tfidf)
wish,-0.6017216510339934,word (tfidf)
wishes,2.134733385746966,word (tfidf)
wolf,0.6270348208271433,word (tfidf)
woman,1.1254916836949702,word (tfidf)
women,-1.9625605645478217,word (tfidf)
women business,-0.9327510321755318,word (tfidf)
women march,0.20855394159570456,word (tfidf)
women week,-0.35528739117109776,word (tfidf)
won,-0.9199141014973244,word (tfidf)
wondering,3.772165552266501,word (tfidf)
wonders,1.3997648286318092,word (tfidf)
word,0.9852678953507116,word (tfidf)
words,0.19438810989376645,word (tfidf)
work,0.4979539998736332,word (tfidf)
worked,-0.4574156144578555,word (tfidf)
worker,0.8637604007476157,word (tfidf)
workers,-1.4365343378134374,word (tfidf)
working,1.1013001905259798,word (tfidf)
workout,-0.7146687690609758,word (tfidf)
workplace,-0.5954231007419337,word (tfidf)
works,-0.5646441505993395,word (tfidf)
world,-0.47288472827105943,word (tfidf)
world cup,-0.939127237632452,word (tfidf)
world war,0.9357091574202914,word (tfidf)
worldwide,-0.38161722339335674,word (tfidf)
worried,1.665055290818742,word (tfidf)
worry,0.5098867181811493,word (tfidf)
worse,-0.028241229435657225,word (tfidf)
worst,-1.7574354515785524,word (tfidf)
worth,0.3443408020984393,word (tfidf)
write,-0.27823476480855197,word (tfidf)
writer,0.701805634374114,word (tfidf)
writing,0.2922363557961009,word (tfidf)
written,1.9656990784978776,word (tfidf)
wrong,-1.459384532463949,word (tfidf)
year,0.22463598030996215,word (tfidf)
year old,1.403925921361852,word (tfidf)
years,0.024136059312976493,word (tfidf)
years ago,0.09106924466044357,word (tfidf)
yemen,-1.2804868386664354,word (tfidf)
yes,-1.2414704973143595,word (tfidf)
yoga,-1.5462426021515743,word (tfidf)
york,-0.6093546071495435,word (tfidf)
york city,-0.9885375018406583,word (tfidf)
york times,1.5883916493763526,word (tfidf)
young,0.31521281329408224,word (tfidf)
younger,-0.12224482417416493,word (tfidf)
youth,0.3729488895195176,word (tfidf)
youtube,1.1642511373983304,word (tfidf)
zero,1.4562198158681237,word (tfidf)
zika,-1.7018908733218572,word (tfidf)
zone,0.6925685572358307,word (tfidf)
zoo,1.566710581815294,word (tfidf)
zuckerberg,1.6168325029332944,word (tfidf)
exclamation_count,-1.796343870517702,engineered
question_count,-2.390406053150279,engineered
ellipsis_count,-2.6241447402213463,engineered
caps_ratio,0.0,engineered
quote_count,-1.0179618895739257,engineered
vader_neg,-0.09678958834899178,engineered
vader_neu,-0.14353822662407265,engineered
vader_pos,-0.48478148267537374,engineered
vader_compound,0.06523470666972324,engineered
sentiment_incongruity,0.4819961976972833,engineered
intensifier_count,0.25116203514512564,engineered
trigger_phrase_count,0.3741249709746055,engineered
absolute_word_count,1.3567475391938213,engineered
adj_density,3.634171504698717,engineered
noun_density,3.518458746863166,engineered
verb_density,4.672721921839905,engineered
contrast_score,-0.40793259478690824,engineered
